Date,Month,DayOfMonth,Time,ActivePower,GearboxBearingTemperature,GeneratorWinding1Temperature,MainBoxTemperature,WindSpeed,TurbineStatus,date,HourOfDay,TimeOfHour,TimeFromStart
2019-11-02 10:30:00+00:00,11,2,0.44,-5.887622594,52.39195944,50.0015473,43.13142978,2.051105456,1,2019/11/2 10:30,10,3,1687
2019-11-02 10:40:00+00:00,11,2,0.44,-5.580008163,52.18094829,49.79597275,43.4261225,2.334747247,2,2019/11/2 10:40,10,4,1688
2019-11-02 10:50:00+00:00,11,2,0.45,-5.089594035,52.0728085,49.5179535,43.69196789,2.340664582,2,2019/11/2 10:50,10,5,1689
2019-11-02 11:00:00+00:00,11,2,0.46,-5.651896747,52.00764,49.1945481,43.90188411,2.682284095,2,2019/11/2 11:00,11,0,1690
2019-11-02 11:10:00+00:00,11,2,0.47,-5.446370958,52.01500862,48.86253656,44.0703125,2.998078811,2,2019/11/2 11:10,11,1,1691
2019-11-02 11:20:00+00:00,11,2,0.47,-6.193921194,52.44152088,48.50728844,44.19791667,3.046366533,2,2019/11/2 11:20,11,2,1692
2019-11-02 11:30:00+00:00,11,2,0.48,-3.104465432,54.61474163,47.94702322,44.32902175,2.703984068,4,2019/11/2 11:30,11,3,1693
2019-11-02 11:40:00+00:00,11,2,0.49,18.86548491,55.67055389,48.857818,43.09718278,3.046089332,2,2019/11/2 11:40,11,4,1694
2019-11-02 11:50:00+00:00,11,2,0.49,-8.487877358,54.12447289,50.3229314,41.97222222,3.174299858,2,2019/11/2 11:50,11,5,1695
2019-11-02 12:00:00+00:00,11,2,0.5,32.95848653,54.46267057,49.64505163,42.04263571,3.452420921,2,2019/11/2 12:00,12,0,1696
2019-11-02 12:10:00+00:00,11,2,0.51,16.59461069,54.8934649,50.56021918,40.7812496,3.240466506,2,2019/11/2 12:10,12,1,1697
2019-11-02 12:20:00+00:00,11,2,0.51,154.1489514,56.1158225,51.56104111,40.20828756,4.304562942,2,2019/11/2 12:20,12,2,1698
2019-11-02 12:30:00+00:00,11,2,0.52,233.1138011,58.60577638,53.2169644,39.92642,4.630994484,2,2019/11/2 12:30,12,3,1699
2019-11-02 12:40:00+00:00,11,2,0.53,192.7123242,58.80622667,54.08075544,39.84721889,4.415172,2,2019/11/2 12:40,12,4,1700
2019-11-02 12:50:00+00:00,11,2,0.53,267.3030974,59.859721,55.2957418,39.74998811,4.777436658,2,2019/11/2 12:50,12,5,1701
2019-11-02 13:00:00+00:00,11,2,0.54,286.9316483,60.46660863,56.48905311,39.72602625,5.157366511,2,2019/11/2 13:00,13,0,1702
2019-11-02 13:10:00+00:00,11,2,0.55,334.5011821,61.02800713,57.52933367,39.69179913,5.289047247,2,2019/11/2 13:10,13,1,1703
2019-11-02 13:20:00+00:00,11,2,0.56,332.5655763,61.56262838,58.67455689,39.625,5.297915584,2,2019/11/2 13:20,13,2,1704
2019-11-02 13:30:00+00:00,11,2,0.56,368.7662083,62.2585138,59.7217544,39.6065025,5.583877594,2,2019/11/2 13:30,13,3,1705
2019-11-02 13:40:00+00:00,11,2,0.57,493.6115537,63.69246863,61.05493756,39.52670288,5.894526079,2,2019/11/2 13:40,13,4,1706
2019-11-02 13:50:00+00:00,11,2,0.58,650.0894228,65.44625763,62.87652,39.50546413,6.485649844,2,2019/11/2 13:50,13,5,1707
2019-11-02 14:00:00+00:00,11,2,0.58,807.8496222,67.9550221,65.3098661,39.5,6.851994106,2,2019/11/2 14:00,14,0,1708
2019-11-02 14:10:00+00:00,11,2,0.59,643.3852968,68.45066363,66.81281122,39.4453125,6.295247211,2,2019/11/2 14:10,14,1,1709
2019-11-02 14:20:00+00:00,11,2,0.6,534.454998,67.7683725,66.61912488,39.37959333,5.954884825,2,2019/11/2 14:20,14,2,1710
2019-11-02 14:30:00+00:00,11,2,0.6,503.0083717,68.01166,66.953842,39.28881688,5.993166494,2,2019/11/2 14:30,14,3,1711
2019-11-02 14:40:00+00:00,11,2,0.61,700.2684189,69.2617866,67.7106519,39.1223995,6.705126084,2,2019/11/2 14:40,14,4,1712
2019-11-02 14:50:00+00:00,11,2,0.62,689.9783526,68.55830263,68.69907611,38.7734375,6.707062921,2,2019/11/2 14:50,14,5,1713
2019-11-02 15:00:00+00:00,11,2,0.63,688.5114783,67.908212,68.97014378,38.3984375,6.527355372,2,2019/11/2 15:00,15,0,1714
2019-11-02 15:10:00+00:00,11,2,0.63,1160.612317,70.0644458,71.1921533,38.0608967,7.551047163,2,2019/11/2 15:10,15,1,1715
2019-11-02 15:20:00+00:00,11,2,0.64,1119.318047,71.06736488,74.24628789,37.8359375,7.8464663,2,2019/11/2 15:20,15,2,1716
2019-11-02 15:30:00+00:00,11,2,0.65,1074.765844,71.73532557,75.7010105,37.71428571,7.354873442,2,2019/11/2 15:30,15,3,1717
2019-11-02 15:40:00+00:00,11,2,0.65,1077.679604,72.053919,76.5911766,37.5842548,7.679689137,2,2019/11/2 15:40,15,4,1718
2019-11-02 15:50:00+00:00,11,2,0.66,866.0197467,71.4146075,76.51092,37.453125,6.754082983,2,2019/11/2 15:50,15,5,1719
2019-11-02 16:00:00+00:00,11,2,0.67,764.2589179,70.3424775,75.17433922,37.3515105,6.945562868,2,2019/11/2 16:00,16,0,1720
2019-11-02 16:10:00+00:00,11,2,0.67,680.0029371,69.55813356,73.92998933,37.20536286,6.205452794,2,2019/11/2 16:10,16,1,1721
2019-11-02 16:20:00+00:00,11,2,0.68,607.2170389,68.7911525,72.77963178,37.09308117,5.98939425,2,2019/11/2 16:20,16,2,1722
2019-11-02 16:30:00+00:00,11,2,0.69,564.08786,67.97494325,71.52286333,37.0078235,6.551355378,2,2019/11/2 16:30,16,3,1723
2019-11-02 16:40:00+00:00,11,2,0.69,561.0072089,67.32439544,70.42114222,36.8812595,5.882862895,2,2019/11/2 16:40,16,4,1724
2019-11-02 16:50:00+00:00,11,2,0.7,509.98283,66.9330515,69.61702478,36.73214286,6.021520884,2,2019/11/2 16:50,16,5,1725
2019-11-02 17:00:00+00:00,11,2,0.71,426.770135,65.89980438,68.47189222,36.63642,5.978322022,2,2019/11/2 17:00,17,0,1726
2019-11-02 17:10:00+00:00,11,2,0.72,402.6176642,64.82128875,67.33250578,36.55482575,5.64707978,2,2019/11/2 17:10,17,1,1727
2019-11-02 17:20:00+00:00,11,2,0.72,442.0245961,64.35815,66.57341,36.4372456,5.900777633,2,2019/11/2 17:20,17,2,1728
2019-11-02 17:30:00+00:00,11,2,0.73,523.8539468,64.51947625,66.15194667,36.31249575,6.131047242,2,2019/11/2 17:30,17,3,1729
2019-11-02 17:40:00+00:00,11,2,0.74,575.2306237,64.85517125,66.06697611,36.20165375,6.251510311,2,2019/11/2 17:40,17,4,1730
2019-11-02 17:50:00+00:00,11,2,0.74,585.7941167,65.1482168,66.0386736,36.01693,6.678288628,2,2019/11/2 17:50,17,5,1731
2019-11-02 18:00:00+00:00,11,2,0.75,463.1615056,64.21592233,65.44155675,35.96875,6.049760933,2,2019/11/2 18:00,18,0,1732
2019-11-02 18:10:00+00:00,11,2,0.76,538.110326,64.03928238,65.13895878,35.898674,6.27130476,2,2019/11/2 18:10,18,1,1733
2019-11-02 18:20:00+00:00,11,2,0.76,580.7089529,64.3010599,65.1562449,35.8125,6.448082147,2,2019/11/2 18:20,18,2,1734
2019-11-02 18:30:00+00:00,11,2,0.77,490.1449621,63.77332738,64.910056,35.75,6.409831447,2,2019/11/2 18:30,18,3,1735
2019-11-02 18:40:00+00:00,11,2,0.78,525.6639417,63.466202,64.56160033,35.72931056,6.431055389,2,2019/11/2 18:40,18,4,1736
2019-11-02 18:50:00+00:00,11,2,0.78,591.4094789,63.93989033,64.6765154,35.6875,6.516757616,2,2019/11/2 18:50,18,5,1737
2019-11-02 19:00:00+00:00,11,2,0.79,553.1060689,63.918848,64.71225257,35.65,6.847973442,2,2019/11/2 19:00,19,0,1738
2019-11-02 19:10:00+00:00,11,2,0.8,516.0140672,63.70304456,64.55623989,35.625,6.384766422,2,2019/11/2 19:10,19,1,1739
2019-11-02 19:20:00+00:00,11,2,0.81,462.4576726,62.63832633,63.9456826,35.5625,5.950131389,2,2019/11/2 19:20,19,2,1740
2019-11-02 19:30:00+00:00,11,2,0.81,524.75086,62.942623,63.895962,35.5078125,6.241331081,2,2019/11/2 19:30,19,3,1741
2019-11-02 19:40:00+00:00,11,2,0.82,452.911133,62.59623212,63.76077778,35.45268425,6.13447485,2,2019/11/2 19:40,19,4,1742
2019-11-02 19:50:00+00:00,11,2,0.83,353.9863611,61.2021926,62.9530725,35.433866,5.658547211,2,2019/11/2 19:50,19,5,1743
2019-11-02 20:00:00+00:00,11,2,0.83,382.19989,60.8940055,62.427895,35.36239525,5.946172033,2,2019/11/2 20:00,20,0,1744
2019-11-02 20:10:00+00:00,11,2,0.84,376.6726121,60.85215443,62.21962713,35.30357143,5.732110416,2,2019/11/2 20:10,20,1,1745
2019-11-02 20:20:00+00:00,11,2,0.85,383.2857063,60.8148483,61.8891388,35.2251755,5.678405126,2,2019/11/2 20:20,20,2,1746
2019-11-02 20:30:00+00:00,11,2,0.85,334.9334288,60.61216488,61.54863211,35.1560855,5.898017435,2,2019/11/2 20:30,20,3,1747
2019-11-02 20:40:00+00:00,11,2,0.86,314.5351955,60.77052089,61.03050389,35.1995475,5.47741984,2,2019/11/2 20:40,20,4,1748
2019-11-02 20:50:00+00:00,11,2,0.87,239.9520572,62.01357575,60.642573,35.33036857,5.165378763,2,2019/11/2 20:50,20,5,1749
2019-11-02 21:00:00+00:00,11,2,0.88,134.3341133,61.33620488,59.65529967,35.4142285,4.3557609,2,2019/11/2 21:00,21,0,1750
2019-11-02 21:10:00+00:00,11,2,0.88,169.3920911,61.58860825,58.84860156,35.359375,4.594541905,2,2019/11/2 21:10,21,1,1751
2019-11-02 21:20:00+00:00,11,2,0.89,155.3074594,61.6275695,58.279827,35.2366764,4.624429288,2,2019/11/2 21:20,21,2,1752
2019-11-02 21:30:00+00:00,11,2,0.9,90.64843717,60.61000243,57.54956213,35.109375,4.124249833,2,2019/11/2 21:30,21,3,1753
2019-11-02 21:40:00+00:00,11,2,0.9,73.67420563,59.84724275,56.81706256,35.00917429,3.6299156,2,2019/11/2 21:40,21,4,1754
2019-11-02 21:50:00+00:00,11,2,0.91,83.96685863,59.4160776,56.1187785,34.8625,3.964883963,2,2019/11/2 21:50,21,5,1755
2019-11-02 22:00:00+00:00,11,2,0.92,120.3736704,59.7070165,55.63084611,34.71294163,4.389472,2,2019/11/2 22:00,22,0,1756
2019-11-02 22:10:00+00:00,11,2,0.92,110.3748262,59.58641227,55.23748725,34.58522727,4.26858484,2,2019/11/2 22:10,22,1,1757
2019-11-02 22:20:00+00:00,11,2,0.93,72.54736033,59.03259725,54.86555755,34.50046085,3.978227622,2,2019/11/2 22:20,22,2,1758
2019-11-02 22:30:00+00:00,11,2,0.94,73.54754435,58.3583174,54.40826775,34.39588427,4.190776341,2,2019/11/2 22:30,22,3,1759
2019-11-02 22:40:00+00:00,11,2,0.94,149.9997169,58.80937788,54.14366911,34.27822975,4.505305068,2,2019/11/2 22:40,22,4,1760
2019-11-02 22:50:00+00:00,11,2,0.95,133.1294444,59.48344456,54.16103311,34.1874996,4.247505344,2,2019/11/2 22:50,22,5,1761
2019-11-02 23:00:00+00:00,11,2,0.96,50.31405337,58.01351738,53.82328289,34.13542986,3.559541937,2,2019/11/2 23:00,23,0,1762
2019-11-02 23:10:00+00:00,11,2,0.97,34.70362381,56.92286338,53.39487489,34.0390625,3.449273532,2,2019/11/2 23:10,23,1,1763
2019-11-02 23:20:00+00:00,11,2,0.97,104.575818,56.9150744,53.1018715,33.9062534,4.121983161,2,2019/11/2 23:20,23,2,1764
2019-11-02 23:30:00+00:00,11,2,0.98,133.2445243,57.712651,53.02911033,33.79719075,4.602868168,2,2019/11/2 23:30,23,3,1765
2019-11-02 23:40:00+00:00,11,2,0.99,243.1301989,58.92426488,53.27794378,33.75,5.020147216,2,2019/11/2 23:40,23,4,1766
2019-11-02 23:50:00+00:00,11,2,0.99,276.2974444,59.92632756,54.25460678,33.76346422,5.245455394,2,2019/11/2 23:50,23,5,1767
2019-11-03 00:00:00+00:00,11,3,0,169.16517,59.62381063,54.26235611,33.8125,4.640947211,2,2019/11/3 0:00,0,0,1768
2019-11-03 00:10:00+00:00,11,3,0.01,170.9526958,59.50428486,54.03334075,33.79433329,4.468499816,2,2019/11/3 0:10,0,1,1769
2019-11-03 00:20:00+00:00,11,3,0.01,184.4046361,59.73736578,54.02566089,33.74305556,4.707572022,2,2019/11/3 0:20,0,2,1770
2019-11-03 00:30:00+00:00,11,3,0.02,159.5211188,59.59609922,53.9470966,33.68098822,4.59932977,2,2019/11/3 0:30,0,3,1771
2019-11-03 00:40:00+00:00,11,3,0.03,55.12536659,57.84482925,53.41038956,33.6015625,3.712541041,2,2019/11/3 0:40,0,4,1772
2019-11-03 00:50:00+00:00,11,3,0.03,86.25312926,57.1308022,52.78033,33.4753075,4.019473526,2,2019/11/3 0:50,0,5,1773
2019-11-03 01:00:00+00:00,11,3,0.04,88.61788994,57.220252,52.33280322,33.32817675,4.238877578,2,2019/11/3 1:00,1,0,1774
2019-11-03 01:10:00+00:00,11,3,0.05,158.168805,57.83290313,52.05928044,33.23553325,4.612988644,2,2019/11/3 1:10,1,1,1775
2019-11-03 01:20:00+00:00,11,3,0.06,91.70863517,57.8818012,51.9403782,33.2187435,4.211863021,2,2019/11/3 1:20,1,2,1776
2019-11-03 01:30:00+00:00,11,3,0.06,-6.516692583,55.62555967,51.39555063,33.6805045,2.714061028,2,2019/11/3 1:30,1,3,1777
2019-11-03 01:40:00+00:00,11,3,0.07,-5.390149447,54.0624848,51.0324928,34.83125,2.631536732,2,2019/11/3 1:40,1,4,1778
2019-11-03 01:50:00+00:00,11,3,0.08,-5.432843933,53.34824914,50.459547,35.57142857,2.699666511,2,2019/11/3 1:50,1,5,1779
2019-11-03 02:00:00+00:00,11,3,0.08,-5.470662035,52.92968444,49.87995444,36.05547822,2.832844283,2,2019/11/3 2:00,2,0,1780
2019-11-03 02:10:00+00:00,11,3,0.09,-5.799807405,53.0251155,49.08757667,36.46875,3.512789295,3,2019/11/3 2:10,2,1,1781
2019-11-03 02:20:00+00:00,11,3,0.1,-5.651503958,55.112129,47.562969,36.757803,2.517173526,4,2019/11/3 2:20,2,2,1782
2019-11-03 02:30:00+00:00,11,3,0.1,-5.442018122,55.3933042,46.5853212,37.0875,2.511199861,3,2019/11/3 2:30,2,3,1783
2019-11-03 02:40:00+00:00,11,3,0.11,-5.112252247,53.64993483,46.31441513,37.38393343,2.846415684,2,2019/11/3 2:40,2,4,1784
2019-11-03 02:50:00+00:00,11,3,0.12,-5.968143776,53.75685875,46.12134356,37.58867857,3.045629235,3,2019/11/3 2:50,2,5,1785
2019-11-03 03:00:00+00:00,11,3,0.13,11.19190557,55.447162,46.6408581,37.08878033,3.420510411,2,2019/11/3 3:00,3,0,1786
2019-11-03 03:10:00+00:00,11,3,0.13,39.15456937,56.34175025,47.80894833,36.67182713,3.446136674,2,2019/11/3 3:10,3,1,1787
2019-11-03 03:20:00+00:00,11,3,0.14,-3.530554712,56.72757738,50.04948589,36.0625,3.029152771,3,2019/11/3 3:20,3,2,1788
2019-11-03 03:30:00+00:00,11,3,0.15,33.06203559,56.8650455,50.8151044,36.1374793,3.4268276,2,2019/11/3 3:30,3,3,1789
2019-11-03 03:40:00+00:00,11,3,0.15,25.73338598,56.54178013,51.54430844,35.828125,2.957116556,2,2019/11/3 3:40,3,4,1790
2019-11-03 03:50:00+00:00,11,3,0.16,2.56096959,55.16955638,51.09491663,36.3816305,3.482129875,2,2019/11/3 3:50,3,5,1791
2019-11-03 04:00:00+00:00,11,3,0.17,-8.580519974,53.82129033,49.819597,36.96527267,3.107047237,3,2019/11/3 4:00,4,0,1792
2019-11-03 04:10:00+00:00,11,3,0.17,1.365397475,54.0642,48.37316222,37.02082222,3.04969985,2,2019/11/3 4:10,4,1,1793
2019-11-03 04:20:00+00:00,11,3,0.18,-8.267269761,51.86962386,48.14851725,37.51228614,3.343183156,2,2019/11/3 4:20,4,2,1794
2019-11-03 04:30:00+00:00,11,3,0.19,-5.896246453,53.06836263,46.72643689,38.0703125,3.169510368,4,2019/11/3 4:30,4,3,1795
2019-11-03 04:40:00+00:00,11,3,0.19,7.164225361,54.9414867,46.3668632,38.03125,3.158477594,2,2019/11/3 4:40,4,4,1796
2019-11-03 04:50:00+00:00,11,3,0.2,-4.993742,53.84879525,47.67061878,38.0395075,3.102520911,2,2019/11/3 4:50,4,5,1797
2019-11-03 05:00:00+00:00,11,3,0.21,-6.384819922,52.7481191,47.5699736,38.806146,2.924877622,2,2019/11/3 5:00,5,0,1798
2019-11-03 05:10:00+00:00,11,3,0.22,25.57627327,55.128777,48.0761455,38.5644525,3.135947226,2,2019/11/3 5:10,5,1,1799
2019-11-03 05:20:00+00:00,11,3,0.22,-1.977132693,55.35818375,50.23306133,38.40178571,3.11663489,2,2019/11/3 5:20,5,2,1800
2019-11-03 05:30:00+00:00,11,3,0.23,-9.459601563,53.30290062,50.46221844,39.11783375,3.505378805,1,2019/11/3 5:30,5,3,1801
2019-11-03 05:40:00+00:00,11,3,0.24,-7.852753863,51.6929969,50.0747876,39.725239,2.880373521,2,2019/11/3 5:40,5,4,1802
2019-11-03 05:50:00+00:00,11,3,0.24,92.57912661,53.83495825,49.82205944,39.4935045,4.107310405,3,2019/11/3 5:50,5,5,1803
2019-11-03 06:00:00+00:00,11,3,0.25,45.81315298,54.00806538,50.17044778,39.171875,3.8412998,2,2019/11/3 6:00,6,0,1804
2019-11-03 06:10:00+00:00,11,3,0.26,50.33069303,54.45496343,49.944352,39.08035714,3.963931332,2,2019/11/3 6:10,6,1,1805
2019-11-03 06:20:00+00:00,11,3,0.26,201.1285099,56.81743343,50.65748663,38.72321429,4.421189389,2,2019/11/3 6:20,6,2,1806
2019-11-03 06:30:00+00:00,11,3,0.27,4.935120579,55.771542,51.4622114,38.8703008,3.380120879,2,2019/11/3 6:30,6,3,1807
2019-11-03 06:40:00+00:00,11,3,0.28,43.06991489,55.83226488,50.4793215,39.82610278,3.370466544,3,2019/11/3 6:40,6,4,1808
2019-11-03 06:50:00+00:00,11,3,0.28,99.15598754,56.05596463,50.42705822,39.52083333,3.745527583,2,2019/11/3 6:50,6,5,1809
2019-11-03 07:00:00+00:00,11,3,0.29,155.8780381,57.9969758,51.5554975,39.15770344,4.341929206,2,2019/11/3 7:00,7,0,1810
2019-11-03 07:10:00+00:00,11,3,0.3,168.399236,58.47471363,52.69744978,39.09375,3.989121016,2,2019/11/3 7:10,7,1,1811
2019-11-03 07:20:00+00:00,11,3,0.31,171.8253582,59.10491063,53.731836,39.17938425,4.190266472,2,2019/11/3 7:20,7,2,1812
2019-11-03 07:30:00+00:00,11,3,0.31,157.5055955,59.28132256,54.51317333,39.35973744,4.108731421,2,2019/11/3 7:30,7,3,1813
2019-11-03 07:40:00+00:00,11,3,0.32,209.8420102,60.36009071,55.349795,39.55357143,4.685610883,2,2019/11/3 7:40,7,4,1814
2019-11-03 07:50:00+00:00,11,3,0.33,207.8711193,60.37541022,56.02684,39.71367133,4.487305406,2,2019/11/3 7:50,7,5,1815
2019-11-03 08:00:00+00:00,11,3,0.33,281.3717147,61.62856538,57.22808811,40.02083333,4.795115595,2,2019/11/3 8:00,8,0,1816
2019-11-03 08:10:00+00:00,11,3,0.34,266.0532592,61.91171356,58.00091911,40.25824044,4.832605111,2,2019/11/3 8:10,8,1,1817
2019-11-03 08:20:00+00:00,11,3,0.35,218.1967647,61.83363988,58.491262,40.453125,4.544152753,2,2019/11/3 8:20,8,2,1818
2019-11-03 08:30:00+00:00,11,3,0.35,194.1977396,61.762488,58.75380122,40.6015625,4.402223359,2,2019/11/3 8:30,8,3,1819
2019-11-03 08:40:00+00:00,11,3,0.36,157.440162,61.97845986,59.05881375,40.696421,3.969247179,2,2019/11/3 8:40,8,4,1820
2019-11-03 08:50:00+00:00,11,3,0.37,51.93424235,60.5151279,58.6466709,40.8326666,3.235827639,2,2019/11/3 8:50,8,5,1821
2019-11-03 09:00:00+00:00,11,3,0.38,145.4562289,60.6522735,58.424567,40.9140625,4.252036653,2,2019/11/3 9:00,9,0,1822
2019-11-03 09:10:00+00:00,11,3,0.38,112.0848219,60.90532311,58.3662023,40.9375,3.652484084,2,2019/11/3 9:10,9,1,1823
2019-11-03 09:20:00+00:00,11,3,0.39,118.3777347,61.41556013,58.48551022,41.03155125,3.940466528,2,2019/11/3 9:20,9,2,1824
2019-11-03 09:30:00+00:00,11,3,0.4,81.95350288,60.88304325,58.37731767,41.07359213,3.786029235,2,2019/11/3 9:30,9,3,1825
2019-11-03 09:40:00+00:00,11,3,0.4,10.24839628,59.0202869,58.0451423,41.734258,2.99433487,2,2019/11/3 9:40,9,4,1826
2019-11-03 09:50:00+00:00,11,3,0.41,102.1938741,60.3888682,57.58669671,41.7625,3.814818556,2,2019/11/3 9:50,9,5,1827
2019-11-03 10:00:00+00:00,11,3,0.42,84.04652558,60.62076925,57.80609733,41.3671875,3.4762788,2,2019/11/3 10:00,10,0,1828
2019-11-03 10:10:00+00:00,11,3,0.42,-6.073738174,59.23378288,57.76903867,41.63279875,3.065847242,2,2019/11/3 10:10,10,1,1829
2019-11-03 10:20:00+00:00,11,3,0.43,-8.719785539,56.62914663,57.12291389,42.65630288,3.363755411,2,2019/11/3 10:20,10,2,1830
2019-11-03 10:30:00+00:00,11,3,0.44,50.68972084,56.1984071,55.9745513,43.1434834,3.777568253,3,2019/11/3 10:30,10,3,1831
2019-11-03 10:40:00+00:00,11,3,0.44,145.4257473,59.33874963,55.54974511,41.984375,4.325962889,2,2019/11/3 10:40,10,4,1832
2019-11-03 10:50:00+00:00,11,3,0.45,106.4475278,59.4637946,56.1565243,41.3385958,3.860249822,2,2019/11/3 10:50,10,5,1833
2019-11-03 11:00:00+00:00,11,3,0.46,208.1168134,60.87565825,56.936522,41.09375,4.729541932,2,2019/11/3 11:00,11,0,1834
2019-11-03 11:10:00+00:00,11,3,0.47,171.4124023,60.9922935,57.5624801,41,4.5499525,2,2019/11/3 11:10,11,1,1835
2019-11-03 11:20:00+00:00,11,3,0.47,246.321105,61.6087405,58.11142478,40.92967938,5.047827572,2,2019/11/3 11:20,11,2,1836
2019-11-03 11:30:00+00:00,11,3,0.48,293.5175216,62.5523495,59.25137022,40.875,5.328884026,2,2019/11/3 11:30,11,3,1837
2019-11-03 11:40:00+00:00,11,3,0.49,312.3989532,63.0733061,60.1407651,40.9185814,5.182694532,2,2019/11/3 11:40,11,4,1838
2019-11-03 11:50:00+00:00,11,3,0.49,248.6032472,62.95661786,60.49043233,40.9375,4.788522022,2,2019/11/3 11:50,11,5,1839
2019-11-03 12:00:00+00:00,11,3,0.5,229.5000258,63.0160675,60.58266189,40.875306,4.628478726,2,2019/11/3 12:00,12,0,1840
2019-11-03 12:10:00+00:00,11,3,0.51,277.2127384,63.310105,60.86818833,40.75169357,4.966405105,2,2019/11/3 12:10,12,1,1841
2019-11-03 12:20:00+00:00,11,3,0.51,200.7128072,63.15576011,60.87424622,40.64411556,4.564110883,2,2019/11/3 12:20,12,2,1842
2019-11-03 12:30:00+00:00,11,3,0.52,132.4237413,62.45874813,60.44104344,40.48438125,4.278936616,2,2019/11/3 12:30,12,3,1843
2019-11-03 12:40:00+00:00,11,3,0.53,165.6546236,62.1772235,59.93179722,40.3046875,4.296671961,2,2019/11/3 12:40,12,4,1844
2019-11-03 12:50:00+00:00,11,3,0.53,196.926515,62.4800649,59.7844562,40.0562488,4.732236684,2,2019/11/3 12:50,12,5,1845
2019-11-03 13:00:00+00:00,11,3,0.54,251.1825979,63.056028,60.03348588,39.85702514,5.019599711,2,2019/11/3 13:00,13,0,1846
2019-11-03 13:10:00+00:00,11,3,0.55,273.64664,63.4796456,60.567601,39.7224754,5.3017362,2,2019/11/3 13:10,13,1,1847
2019-11-03 13:20:00+00:00,11,3,0.56,237.807251,63.27691579,60.42719411,39.62505184,4.88390481,2,2019/11/3 13:20,13,2,1848
2019-11-03 13:30:00+00:00,11,3,0.56,276.73341,63.53739927,60.70662093,39.503676,4.976644311,2,2019/11/3 13:30,13,3,1849
2019-11-03 13:40:00+00:00,11,3,0.57,331.2363512,64.05130071,61.393091,39.37154736,5.404241006,2,2019/11/3 13:40,13,4,1850
2019-11-03 13:50:00+00:00,11,3,0.58,280.6649805,64.04354785,61.7673704,39.2842497,5.194268237,2,2019/11/3 13:50,13,5,1851
2019-11-03 14:00:00+00:00,11,3,0.58,273.3608056,63.9804515,61.80037805,39.1824651,4.978962275,2,2019/11/3 14:00,14,0,1852
2019-11-03 14:10:00+00:00,11,3,0.59,290.7025437,64.11417225,62.0647326,39.0437975,5.4444893,2,2019/11/3 14:10,14,1,1853
2019-11-03 14:20:00+00:00,11,3,0.6,294.8722467,64.16192975,62.2316234,38.9121334,5.549049817,2,2019/11/3 14:20,14,2,1854
2019-11-03 14:30:00+00:00,11,3,0.6,333.1473458,64.42951495,62.6726302,38.805483,5.710510326,2,2019/11/3 14:30,14,3,1855
2019-11-03 14:40:00+00:00,11,3,0.61,425.8010688,65.2870467,63.40925395,38.73286211,6.065823353,2,2019/11/3 14:40,14,4,1856
2019-11-03 14:50:00+00:00,11,3,0.62,464.6893389,66.2944131,64.2998689,38.64889,6.297220932,2,2019/11/3 14:50,14,5,1857
2019-11-03 15:00:00+00:00,11,3,0.63,451.7911088,66.7863144,64.859723,38.60625,5.965549863,2,2019/11/3 15:00,15,0,1858
2019-11-03 15:10:00+00:00,11,3,0.63,312.2123263,66.081472,64.72552378,38.5625,5.427562989,2,2019/11/3 15:10,15,1,1859
2019-11-03 15:20:00+00:00,11,3,0.64,260.2508611,65.53814744,64.2064016,38.500843,4.901972,2,2019/11/3 15:20,15,2,1860
2019-11-03 15:30:00+00:00,11,3,0.65,236.9315458,65.21729011,63.74848589,38.40972222,4.887026132,2,2019/11/3 15:30,15,3,1861
2019-11-03 15:40:00+00:00,11,3,0.65,327.7173972,65.33345278,63.5182987,38.22916667,5.5749276,2,2019/11/3 15:40,15,4,1862
2019-11-03 15:50:00+00:00,11,3,0.66,381.6542067,65.97096425,63.995936,38.109375,5.682110917,2,2019/11/3 15:50,15,5,1863
2019-11-03 16:00:00+00:00,11,3,0.67,383.7202272,66.22793256,64.243994,38.02760167,5.615422106,2,2019/11/3 16:00,16,0,1864
2019-11-03 16:10:00+00:00,11,3,0.67,416.31779,66.65779125,64.55917737,38,5.845431131,2,2019/11/3 16:10,16,1,1865
2019-11-03 16:20:00+00:00,11,3,0.68,429.8918956,67.213416,64.96449,37.9375,6.0209332,2,2019/11/3 16:20,16,2,1866
2019-11-03 16:30:00+00:00,11,3,0.69,542.6902272,67.84320338,65.41957,37.91883688,6.318147289,2,2019/11/3 16:30,16,3,1867
2019-11-03 16:40:00+00:00,11,3,0.69,650.7745,69.3616878,66.5314099,37.8375,6.675905089,2,2019/11/3 16:40,16,4,1868
2019-11-03 16:50:00+00:00,11,3,0.7,637.8146242,69.5800695,67.38044222,37.69746975,6.76227982,2,2019/11/3 16:50,16,5,1869
2019-11-03 17:00:00+00:00,11,3,0.71,611.6337728,67.93076175,67.57850111,37.4296875,6.605877683,2,2019/11/3 17:00,17,0,1870
2019-11-03 17:10:00+00:00,11,3,0.72,656.1900478,67.6224345,67.6261715,37.1743133,6.684266539,2,2019/11/3 17:10,17,1,1871
2019-11-03 17:20:00+00:00,11,3,0.72,625.3144306,67.55106,67.81232038,36.96875875,6.593605461,2,2019/11/3 17:20,17,2,1872
